Team Home,Team Away,Ergebnis,Saison,Spieltag,Wochentag,Liga
FC Bayern München,1. FC Köln,3:2,2021,2,Sunday,bl1
SC Paderborn 07,1. FC Nürnberg,2:2,2021,2,Friday,bl2
Karlsruher SC,SV Darmstadt 98,3:0,2021,2,Friday,bl2
Hannover 96,Hansa Rostock,0:3,2021,2,Saturday,bl2
Jahn Regensburg,SV Sandhausen,3:0,2021,2,Saturday,bl2
FC Ingolstadt 04,1. FC Heidenheim 1846,1:2,2021,2,Saturday,bl2
Fortuna Düsseldorf,SV Werder Bremen,2:3,2021,2,Saturday,bl2
Hamburger SV,Dynamo Dresden,1:1,2021,2,Sunday,bl2
Holstein Kiel,FC Schalke 04,0:3,2021,2,Sunday,bl2
Erzgebirge Aue,FC St. Pauli,0:0,2021,2,Sunday,bl2
Borussia Dortmund,TSG Hoffenheim,3:2,2021,3,Friday,bl1
Arminia Bielefeld,Eintracht Frankfurt,1:1,2021,3,Saturday,bl1
FC Augsburg,Bayer 04 Leverkusen,1:4,2021,3,Saturday,bl1
1. FC Köln,VfL Bochum,2:1,2021,3,Saturday,bl1
1. FSV Mainz 05,SpVgg Greuther Fürth,3:0,2021,3,Saturday,bl1
VfB Stuttgart,SC Freiburg,2:3,2021,3,Saturday,bl1
FC Bayern München,Hertha BSC,5:0,2021,3,Saturday,bl1
1. FC Union Berlin,Borussia Mönchengladbach,2:1,2021,3,Sunday,bl1
VfL Wolfsburg,RB Leipzig,1:0,2021,3,Sunday,bl1
FC Schalke 04,Erzgebirge Aue,1:1,2021,3,Friday,bl2
FC St. Pauli,Hamburger SV,3:2,2021,3,Friday,bl2
SV Sandhausen,Karlsruher SC,0:0,2021,3,Saturday,bl2
1. FC Nürnberg,Fortuna Düsseldorf,2:0,2021,3,Saturday,bl2
Holstein Kiel,Jahn Regensburg,0:3,2021,3,Saturday,bl2
Dynamo Dresden,Hannover 96,2:0,2021,3,Saturday,bl2
SV Werder Bremen,SC Paderborn 07,1:4,2021,3,Sunday,bl2
SV Darmstadt 98,FC Ingolstadt 04,6:1,2021,3,Sunday,bl2
1. FC Heidenheim 1846,Hansa Rostock,1:1,2021,3,Sunday,bl2
Bayer 04 Leverkusen,Borussia Dortmund,3:4,2021,4,Saturday,bl1
SC Freiburg,1. FC Köln,1:1,2021,4,Saturday,bl1
SpVgg Greuther Fürth,VfL Wolfsburg,0:2,2021,4,Saturday,bl1
TSG Hoffenheim,1. FSV Mainz 05,0:2,2021,4,Saturday,bl1
1. FC Union Berlin,FC Augsburg,0:0,2021,4,Saturday,bl1
RB Leipzig,FC Bayern München,1:4,2021,4,Saturday,bl1
Eintracht Frankfurt,VfB Stuttgart,1:1,2021,4,Sunday,bl1
VfL Bochum,Hertha BSC,1:3,2021,4,Sunday,bl1
Borussia Mönchengladbach,Arminia Bielefeld,3:1,2021,4,Sunday,bl1
Hannover 96,1. FC Heidenheim 1846,1:0,2021,4,Friday,bl2
Fortuna Düsseldorf,Holstein Kiel,2:2,2021,4,Friday,bl2
SC Paderborn 07,FC St. Pauli,3:1,2021,4,Saturday,bl2
Jahn Regensburg,FC Schalke 04,4:1,2021,4,Saturday,bl2
Karlsruher SC,SV Werder Bremen,0:0,2021,4,Saturday,bl2
Hansa Rostock,Dynamo Dresden,1:3,2021,4,Saturday,bl2
Erzgebirge Aue,SV Sandhausen,1:3,2021,4,Sunday,bl2
Hamburger SV,SV Darmstadt 98,2:2,2021,4,Sunday,bl2
FC Ingolstadt 04,1. FC Nürnberg,0:0,2021,4,Sunday,bl2
Hertha BSC,SpVgg Greuther Fürth,2:1,2021,5,Friday,bl1
Arminia Bielefeld,TSG Hoffenheim,0:0,2021,5,Saturday,bl1
FC Augsburg,Borussia Mönchengladbach,1:0,2021,5,Saturday,bl1
FC Bayern München,VfL Bochum,7:0,2021,5,Saturday,bl1
1. FSV Mainz 05,SC Freiburg,0:0,2021,5,Saturday,bl1
1. FC Köln,RB Leipzig,1:1,2021,5,Saturday,bl1
VfB Stuttgart,Bayer 04 Leverkusen,1:3,2021,5,Sunday,bl1
Borussia Dortmund,1. FC Union Berlin,4:2,2021,5,Sunday,bl1
VfL Wolfsburg,Eintracht Frankfurt,1:1,2021,5,Sunday,bl1
1. FC Nürnberg,Karlsruher SC,2:1,2021,5,Friday,bl2
SV Sandhausen,FC Ingolstadt 04,0:2,2021,5,Friday,bl2
1. FC Heidenheim 1846,Hamburger SV,0:0,2021,5,Saturday,bl2
Holstein Kiel,Erzgebirge Aue,3:0,2021,5,Saturday,bl2
SV Darmstadt 98,Hannover 96,4:0,2021,5,Saturday,bl2
FC Schalke 04,Fortuna Düsseldorf,3:1,2021,5,Saturday,bl2
SV Werder Bremen,Hansa Rostock,3:0,2021,5,Sunday,bl2
Dynamo Dresden,SC Paderborn 07,0:3,2021,5,Sunday,bl2
FC St. Pauli,Jahn Regensburg,2:0,2021,5,Sunday,bl2
SpVgg Greuther Fürth,FC Bayern München,1:3,2021,6,Friday,bl1
Bayer 04 Leverkusen,1. FSV Mainz 05,1:0,2021,6,Saturday,bl1
Eintracht Frankfurt,1. FC Köln,1:1,2021,6,Saturday,bl1
TSG Hoffenheim,VfL Wolfsburg,3:1,2021,6,Saturday,bl1
RB Leipzig,Hertha BSC,6:0,2021,6,Saturday,bl1
1. FC Union Berlin,Arminia Bielefeld,1:0,2021,6,Saturday,bl1
Borussia Mönchengladbach,Borussia Dortmund,1:0,2021,6,Saturday,bl1
VfL Bochum,VfB Stuttgart,0:0,2021,6,Sunday,bl1
SC Freiburg,FC Augsburg,3:0,2021,6,Sunday,bl1
Karlsruher SC,Holstein Kiel,2:2,2021,6,Saturday,bl2
FC Ingolstadt 04,SV Werder Bremen,0:3,2021,6,Saturday,bl2
Hannover 96,FC St. Pauli,1:0,2021,6,Saturday,bl2
Hamburger SV,SV Sandhausen,2:1,2021,6,Saturday,bl2
Erzgebirge Aue,Fortuna Düsseldorf,0:1,2021,6,Sunday,bl2
1. FC Heidenheim 1846,Dynamo Dresden,2:1,2021,6,Sunday,bl2
Jahn Regensburg,1. FC Nürnberg,2:2,2021,6,Sunday,bl2
Hansa Rostock,SV Darmstadt 98,2:1,2021,6,Sunday,bl2
SC Paderborn 07,FC Schalke 04,0:1,2021,6,Sunday,bl2
1. FC Köln,SpVgg Greuther Fürth,3:1,2021,7,Friday,bl1
Borussia Dortmund,FC Augsburg,2:1,2021,7,Saturday,bl1
Hertha BSC,SC Freiburg,1:2,2021,7,Saturday,bl1
VfB Stuttgart,TSG Hoffenheim,3:1,2021,7,Saturday,bl1
VfL Wolfsburg,Borussia Mönchengladbach,1:3,2021,7,Saturday,bl1
RB Leipzig,VfL Bochum,3:0,2021,7,Saturday,bl1
1. FSV Mainz 05,1. FC Union Berlin,1:2,2021,7,Sunday,bl1
FC Bayern München,Eintracht Frankfurt,1:2,2021,7,Sunday,bl1
Arminia Bielefeld,Bayer 04 Leverkusen,0:4,2021,7,Sunday,bl1
FC Schalke 04,Karlsruher SC,1:2,2021,7,Friday,bl2
1. FC Nürnberg,Hansa Rostock,1:0,2021,7,Friday,bl2
Holstein Kiel,Hannover 96,0:3,2021,7,Saturday,bl2
Fortuna Düsseldorf,Jahn Regensburg,1:1,2021,7,Saturday,bl2
SV Sandhausen,1. FC Heidenheim 1846,1:3,2021,7,Saturday,bl2
SV Werder Bremen,Hamburger SV,0:2,2021,7,Saturday,bl2
SV Darmstadt 98,Dynamo Dresden,1:0,2021,7,Sunday,bl2
FC St. Pauli,FC Ingolstadt 04,4:1,2021,7,Sunday,bl2
Erzgebirge Aue,SC Paderborn 07,1:4,2021,7,Sunday,bl2
TSG Hoffenheim,1. FC Köln,5:0,2021,8,Friday,bl1
Borussia Dortmund,1. FSV Mainz 05,3:1,2021,8,Saturday,bl1
Eintracht Frankfurt,Hertha BSC,1:2,2021,8,Saturday,bl1
SC Freiburg,RB Leipzig,1:1,2021,8,Saturday,bl1
SpVgg Greuther Fürth,VfL Bochum,0:1,2021,8,Saturday,bl1
1. FC Union Berlin,VfL Wolfsburg,2:0,2021,8,Saturday,bl1
Borussia Mönchengladbach,VfB Stuttgart,1:1,2021,8,Saturday,bl1
Bayer 04 Leverkusen,FC Bayern München,1:5,2021,8,Sunday,bl1
FC Augsburg,Arminia Bielefeld,1:1,2021,8,Sunday,bl1
1. FC Heidenheim 1846,SV Darmstadt 98,2:1,2021,8,Friday,bl2
Jahn Regensburg,Erzgebirge Aue,3:2,2021,8,Friday,bl2
Karlsruher SC,FC St. Pauli,1:3,2021,8,Saturday,bl2
SC Paderborn 07,Holstein Kiel,1:2,2021,8,Saturday,bl2
FC Ingolstadt 04,Fortuna Düsseldorf,1:2,2021,8,Saturday,bl2
Hansa Rostock,FC Schalke 04,0:2,2021,8,Saturday,bl2
Hamburger SV,1. FC Nürnberg,2:2,2021,8,Sunday,bl2
Hannover 96,SV Sandhausen,1:2,2021,8,Sunday,bl2
Dynamo Dresden,SV Werder Bremen,3:0,2021,8,Sunday,bl2
1. FSV Mainz 05,FC Augsburg,4:1,2021,9,Friday,bl1
Arminia Bielefeld,Borussia Dortmund,1:3,2021,9,Saturday,bl1
FC Bayern München,TSG Hoffenheim,4:0,2021,9,Saturday,bl1
RB Leipzig,SpVgg Greuther Fürth,4:1,2021,9,Saturday,bl1
VfL Wolfsburg,SC Freiburg,0:2,2021,9,Saturday,bl1
Hertha BSC,Borussia Mönchengladbach,1:0,2021,9,Saturday,bl1
1. FC Köln,Bayer 04 Leverkusen,2:2,2021,9,Sunday,bl1
VfB Stuttgart,1. FC Union Berlin,1:1,2021,9,Sunday,bl1
VfL Bochum,Eintracht Frankfurt,2:0,2021,9,Sunday,bl1
SV Werder Bremen,1. FC Heidenheim 1846,3:0,2021,9,Friday,bl2
Erzgebirge Aue,Hamburger SV,1:1,2021,9,Friday,bl2
Holstein Kiel,Hansa Rostock,0:2,2021,9,Saturday,bl2
Fortuna Düsseldorf,SC Paderborn 07,2:3,2021,9,Saturday,bl2
Jahn Regensburg,Karlsruher SC,2:2,2021,9,Saturday,bl2
1. FC Nürnberg,Hannover 96,0:0,2021,9,Saturday,bl2
FC Schalke 04,FC Ingolstadt 04,3:0,2021,9,Sunday,bl2
FC St. Pauli,Dynamo Dresden,3:0,2021,9,Sunday,bl2
SV Sandhausen,SV Darmstadt 98,1:6,2021,9,Sunday,bl2
TSG Hoffenheim,Hertha BSC,2:0,2021,10,Friday,bl1
Arminia Bielefeld,1. FSV Mainz 05,1:2,2021,10,Saturday,bl1
Bayer 04 Leverkusen,VfL Wolfsburg,0:2,2021,10,Saturday,bl1
Borussia Dortmund,1. FC Köln,2:0,2021,10,Saturday,bl1
SC Freiburg,SpVgg Greuther Fürth,3:1,2021,10,Saturday,bl1
1. FC Union Berlin,FC Bayern München,2:5,2021,10,Saturday,bl1
